cbn_collection_name,cbn_collection_code,mda_code,cbn_internal_account_number,nuban,authorized,status,created_by,created_date,last_modified_by,last_modified_date,version
INSURANCE | NHIS - CAPITATION,0517021053000-C0062-P05565,0517021053000,0170534365015,3000130954,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
LEVIES | DEVELOPMENT LEVY,0517021053000-C0069-P02084,0517021053000,0170534365015,3000130954,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517021053000-C0097-P02238,0517021053000,0170534365015,3000130954,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517021053000-C0097-P02548,0517021053000,0170534365015,3000130954,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517021053000-C0097-P03063,0517021053000,0170534365015,3000130954,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517021053000-C0097-P10589,0517021053000,0170534365015,3000130954,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517021053000-C0101-P07389,0517021053000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REMITTANCES | REMITTANCES - DOMESTIC,0517021053000-C0107-P04032,0517021053000,0170534365015,3000130954,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0517021053000-C0114-P08681,0517021053000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0517026114000-C0037-P03551,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026114000-C0039-P02749,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026114000-C0039-P09216,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026114000-C0039-P09584,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026114000-C0039-P12085,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026114000-C0044-P02429,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026114000-C0044-P06531,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026114000-C0044-P08989,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | UNIFORM FEES,0517026114000-C0051-P00821,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WAEC/NECO FEES,0517026114000-C0053-P10737,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0517026114000-C0094-P01464,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0517026114000-C0094-P10025,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517026114000-C0097-P09170,0517026114000,0150545565015,3000138709,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517026114000-C0101-P01026,0517026114000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | SUNDRY APPROPRIATION,0517019032000-C0016-P09302,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCEPTANCE FEES,0517019032000-C0021-P00086,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517019032000-C0022-P09649,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | CONVOCATION FEES,0517019032000-C0028-P01719,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM CONSULTANCY,0517019032000-C0032-P02418,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | LIBRARY FEES,0517019032000-C0034-P03833,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0517019032000-C0037-P03829,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0517019032000-C0037-P04948,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0517019032000-C0037-P06602,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P00160,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P00543,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P02217,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P02700,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P02993,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P03482,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P03889,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P04006,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P08943,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P09203,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019032000-C0039-P09740,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517019032000-C0042-P01708,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517019032000-C0042-P02108,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517019032000-C0042-P05363,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517019032000-C0042-P05381,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517019032000-C0043-P08209,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517019032000-C0043-P08232,0517019032000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517019032000-C0043-P09949,0517019032000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019032000-C0044-P03680,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019032000-C0044-P05388,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019032000-C0044-P06297,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019032000-C0044-P06947,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019032000-C0044-P09548,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019032000-C0044-P11501,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019032000-C0044-P11906,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TRANSCRIPT FEES,0517019032000-C0050-P10153,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0517019032000-C0054-P01292,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0517019032000-C0054-P09805,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | AIDS/DONATION/ENDOWMENT/GRANT,0517019032000-C0055-P10830,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
INSURANCE | NHIS - CAPITATION,0517019032000-C0062-P05573,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
INSURANCE | NHIS - CAPITATION,0517019032000-C0062-P09530,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
INSURANCE | OTHER INSURANCE CLAIMS,0517019032000-C0063-P09523,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
LOAN REPAYMENT | INTEREST AND PRINCIPAL,0517019032000-C0089-P01470,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
LOAN REPAYMENT | INTEREST AND PRINCIPAL,0517019032000-C0089-P04709,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0517019032000-C0094-P07076,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0517019032000-C0094-P08645,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0517019032000-C0094-P08720,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517019032000-C0097-P00928,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517019032000-C0097-P02238,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517019032000-C0097-P02548,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517019032000-C0097-P04312,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517019032000-C0101-P07389,0517019032000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517019032000-C0101-P11502,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REMITTANCES | REMITTANCES - DOMESTIC,0517019032000-C0107-P10186,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | APPLICATION FORMS,0517019032000-C0110-P00521,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | APPLICATION FORMS,0517019032000-C0110-P05380,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | OTHER FORMS,0517019032000-C0111-P08761,0517019032000,0210540965026,3000131683,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0517019032000-C0114-P08594,0517019032000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0517019032000-C0114-P08681,0517019032000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026115000-C0044-P08681,0517026115000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026115000-C0044-P08959,0517026115000,0080545465012,3000138699,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026115000-C0044-P09949,0517026115000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517026115000-C0101-P07389,0517026115000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
