cbn_collection_name,cbn_collection_code,mda_code,cbn_internal_account_number,nuban,authorized,status,created_by,created_date,last_modified_by,last_modified_date,version
GRANTS/DONATIONS | GRANT,0517019023000-C0058-P03066,0517019023000,0030294565015,3000111397,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
INSURANCE | NHIS - CAPITATION,0517019023000-C0062-P05258,0517019023000,0030294565015,3000111397,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517019023000-C0097-P01388,0517019023000,0030294565015,3000111397,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517019023000-C0097-P02414,0517019023000,0030294565015,3000111397,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521052001000-C0037-P04971,0521052001000,0060105061016,3000050254,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521052001000-C0039-P04385,0521052001000,0060105061016,3000050254,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0521052001000-C0042-P04553,0521052001000,0060105061016,3000050254,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | GRANT,0521052001000-C0058-P08380,0521052001000,0060105061016,3000050254,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
LEVIES | DEVELOPMENT LEVY,0521052001000-C0069-P02074,0521052001000,0060105061016,3000050254,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0555001001000-C0042-P00465,0555001001000,0020097465027,3000132879,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0555001001000-C0042-P05528,0555001001000,0020097465027,3000132879,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0555001001000-C0043-P04595,0555001001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0555001001000-C0046-P09949,0555001001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0555001001000-C0101-P07389,0555001001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | AUCTION SALES,0555001001000-C0113-P12183,0555001001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | FINES AND PENALTIES FEES,0246001001000-C0030-P03020,0246001001000,0020202561056,3000108148,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0246001001000-C0039-P09410,0246001001000,0020202561056,3000108148,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0246001001000-C0039-P12110,0246001001000,0020202561056,3000108148,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0246001001000-C0039-P12111,0246001001000,0020202561056,3000108148,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0246001001000-C0039-P12112,0246001001000,0020202561056,3000108148,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0246001001000-C0039-P12184,0246001001000,0020202561056,3000108148,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0246001001000-C0042-P07609,0246001001000,0020202561056,3000108148,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0246001001000-C0056-P12185,0246001001000,0020202561056,3000108148,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0246001001000-C0114-P08681,0246001001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0246001001001-C0046-P05727,0246001001001,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0246001001001-C0097-P05723,0246001001001,0020202561013,3000063740,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0246001001001-C0101-P05725,0246001001001,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0246001001001-C0114-P05726,0246001001001,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0513003001000-C0039-P04744,0513003001000,0020157661017,3000055149,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0513003001000-C0039-P12186,0513003001000,0020157661017,3000055149,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM INVESTMENTS,0517021001000-C0033-P12188,0517021001000,0070217765054,3000141635,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0517021001000-C0054-P12187,0517021001000,0070217765046,3000129448,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0111001001001-C0042-P01678,0111001001001,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0111001001001-C0046-P09949,0111001001001,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0111001001001-C0056-P02252,0111001001001,0020208465085,3000111696,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | GRANT,0111001001001-C0058-P03258,0111001001001,0020208465085,3000111696,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | REFUNDS - OTHERS,0111001001001-C0104-P07389,0111001001001,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0111001001001-C0114-P08681,0111001001001,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM CONSULTANCY,0521026013000-C0032-P01616,0521026013000,0110064365018,3000111696,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027027000-C0037-P01345,0521027027000,0380110261017,3000048473,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027027000-C0037-P02094,0521027027000,0380110261017,3000048473,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027027000-C0037-P03375,0521027027000,0380110261017,3000048473,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027027000-C0037-P03509,0521027027000,0380110261017,3000048473,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027027000-C0037-P04988,0521027027000,0380110261017,3000048473,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027027000-C0037-P12189,0521027027000,0380110261017,3000048473,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027027000-C0037-P12190,0521027027000,0380110261017,3000048473,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0220006001000-C0039-P12191,0220006001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SPONSORSHIP INCOME,0123008001000-C0045-P12195,0123008001000,0020162161017,3000052722,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517018001000-C0101-P07470,0517018001000,0320451261015,3000052533,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517018001000-C0101-P12192,0517018001000,0320451261023,3000062798,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517018001000-C0101-P12193,0517018001000,0320451261031,3000064840,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517018001000-C0101-P12194,0517018001000,0320451265018,3000127516,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | RECURRENT SUBVENTION,0161026001000-C0011-P12131,0161026001000,0020205265024,3000150525,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0161026001000-C0046-P09949,0161026001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0161026001000-C0056-P02252,0161026001000,0020205265024,3000150525,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | GRANT,0161026001000-C0058-P03281,0161026001000,0020205265024,3000150525,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0161026001000-C0101-P07389,0161026001000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0161026001000-C0114-P08681,0161026001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | LICENCE FEES,0265001001000-C0035-P10656,0265001001000,0020547265018,3000141666,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0265001001000-C0037-P04466,0265001001000,0020547265018,3000141666,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0265001001000-C0046-P09949,0265001001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0265001001000-C0094-P08678,0265001001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0265001001000-C0097-P02777,0265001001000,0020547265018,3000141666,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0265001001000-C0101-P07389,0265001001000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0265001001000-C0114-P08681,0265001001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0517033001000-C0046-P09949,0517033001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517033001000-C0101-P07389,0517033001000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0517033001000-C0114-P08681,0517033001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | SUNDRY APPROPRIATION,0521026003000-C0016-P09293,0521026003000,0100057865029,3000140786,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0521026003000-C0022-P00135,0521026003000,0100057865029,3000140786,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521026003000-C0039-P10270,0521026003000,0100057865029,3000140786,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521026003000-C0039-P11586,0521026003000,0100057865029,3000140786,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | COURT FEES,0318004001000-C0029-P12198,0318004001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | COURT FEES,0318004001000-C0029-P12199,0318004001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0318004001000-C0097-P12200,0318004001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SPONSORSHIP INCOME,0125001001000-C0045-P12197,0125001001000,0020116565014,3000151175,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517019029000-C0022-P03567,0517019029000,0130534865016,3000130992,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM CONSULTANCY,0517019029000-C0032-P01616,0517019029000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MATRICULATION FEES,0517019029000-C0036-P03491,0517019029000,0130534865016,3000130992,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MATRICULATION FEES,0517019029000-C0036-P04891,0517019029000,0130534865016,3000130992,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019029000-C0039-P01869,0517019029000,0130534865016,3000130992,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517019029000-C0042-P02417,0517019029000,0130534865016,3000130992,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517019029000-C0042-P09675,0517019029000,0130534865016,3000130992,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019029000-C0044-P09079,0517019029000,0130534865016,3000130992,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019029000-C0044-P11498,0517019029000,0130534865016,3000130992,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0517019029000-C0046-P09949,0517019029000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0517019029000-C0114-P03483,0517019029000,0130534865016,3000130992,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0318002001000-C0039-P12191,0318002001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0318002001000-C0046-P09949,0318002001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0318002001000-C0101-P07389,0318002001000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0318002001000-C0114-P08681,0318002001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517019028000-C0022-P00135,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517019028000-C0022-P03567,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM CONSULTANCY,0517019028000-C0032-P01616,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MATRICULATION FEES,0517019028000-C0036-P04891,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MATRICULATION FEES,0517019028000-C0036-P05385,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019028000-C0039-P01869,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019028000-C0039-P02993,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517019028000-C0039-P07471,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517019028000-C0042-P04319,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517019028000-C0042-P09675,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517019028000-C0043-P03444,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517019028000-C0043-P03449,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517019028000-C0043-P08232,0517019028000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019028000-C0044-P05386,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019028000-C0044-P05388,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019028000-C0044-P06947,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019028000-C0044-P09772,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019028000-C0044-P11501,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517019028000-C0044-P11503,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0517019028000-C0046-P09949,0517019028000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0517019028000-C0056-P11499,0517019028000,0340547165018,3000141264,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517019028000-C0101-P07389,0517019028000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0517019028000-C0114-P08681,0517019028000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | SUNDRY APPROPRIATION,0521026003000-C0016-P12204,0521026003000,0100057865029,3000140786,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0521026003000-C0022-P12202,0521026003000,0100057865029,3000140786,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521026003000-C0039-P12201,0521026003000,0100057865029,3000140786,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521026003000-C0039-P12203,0521026003000,0100057865029,3000140786,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
DEBT RECOVERY | DEBT RECOVERY,0111066001000-C0020-P01924,0111066001000,0020207665011,3000150226,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0111066001000-C0042-P01678,0111066001000,0020207665011,3000150226,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0111066001000-C0046-P09949,0111066001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0111066001000-C0056-P02252,0111066001000,0020207665011,3000150226,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | GRANT,0111066001000-C0058-P03258,0111066001000,0020207665011,3000150226,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0111066001000-C0101-P07389,0111066001000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0111066001000-C0114-P08681,0111066001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | GRANT,0215011001000-C0058-P04713,0215011001000,0070167465011,3000130033,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | OPERATIONS FUNDING,0229003000110-C0007-P04721,0229003000110,0230185761067,3000096292,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | OPERATIONS FUNDING,0229003000110-C0007-P04732,0229003000110,0230185761067,3000096292,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0229003000110-C0039-P09381,0229003000110,0230185761067,3000096292,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0229003000110-C0046-P00979,0229003000110,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0229003000110-C0097-P07356,0229003000110,0230185761067,3000096292,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0229003000110-C0101-P07389,0229003000110,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0229003000110-C0114-P08681,0229003000110,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0233013001000-C0037-P04461,0233013001000,0020439765012,3000126571,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0233013001000-C0042-P01678,0233013001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0233013001000-C0097-P08876,0233013001000,0020439765012,3000126571,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0233013001000-C0101-P07461,0233013001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517024001000-C0039-P12205,0517024001000,0230171261018,3000050742,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517024001000-C0039-P12206,0517024001000,0230171261018,3000050742,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521007001000-C0039-P03889,0521007001000,0020539061012,3000067621,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521007001000-C0039-P12207,0521007001000,0020539061012,3000067621,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0220010000200-C0044-P12212,0220010000200,0020176265017,3000130868,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SPONSORSHIP INCOME,0231099014000-C0045-P09453,0231099014000,0020535161012,3000055235,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0231099014000-C0056-P02273,0231099014000,0020535161012,3000055235,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0232003001000-C0022-P00135,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM CONSULTANCY,0232003001000-C0032-P01558,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0232003001000-C0039-P09211,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0232003001000-C0043-P03460,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0232003001000-C0054-P08222,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0232003001000-C0054-P09307,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0232003001000-C0054-P09411,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0232003001000-C0097-P07003,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0232003001000-C0097-P09306,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0232003001000-C0097-P09844,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0232003001000-C0097-P10235,0232003001000,0240196661027,3000069436,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517021015100-C0101-P09837,0517021015100,0030547365018,3000141817,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517021059000-C0022-P00120,0517021059000,0220493865013,3000150044,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | CONVOCATION FEES,0517021059000-C0028-P01718,0517021059000,0220493865013,3000150044,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
